Order Id,Order Date,Month,Customer,Invoice Id,Product Id,Product Name,Qty,Rate,Net Amount,Tax Type,TAX,Tax Amount,Amount
10052,42401,Feb,Customer 1,10060,10013,CRUSH - KIWI 1KG,2,244,488,VAT,5.5,26.84,488
10052,42401,Feb,Customer 1,10060,11113,COOKING SAUCE - MAGGI 1KG,1,138,138,VAT,5.5,7.59,138
10052,42401,Feb,Customer 1,10060,11100,MAIDA QUALITY4 50KG,1,1199,1199,  ,0,0,1199
10052,42401,Feb,Customer 1,10060,11015,MAYONNAISE 1PC,6,127,762,VAT,14.5,110.49,762
10052,42401,Feb,Customer 1,10060,10015,MANGO PULP 1PC,8,98,784,VAT,5.5,43.12,784
10052,42401,Feb,Customer 1,10060,ITEM-MASOORDAL_5KG,MASOOR DAL 5KG,1,380,380,  ,0,0,380
10052,42401,Feb,Customer 1,10060,ITEM-MDH_CHAT_MASALA_1KG,MDH - CHUNKY CHAT MASALA 1KG,1,58,58,VAT,5.5,3.19,58
10052,42401,Feb,Customer 1,10060,ITEM-MDH_GARAM_MASALA,MDH - GARAM MASALA 500GM,1,72,72,VAT,5.5,3.96,72
10052,42401,Feb,Customer 1,10060,11016,NESTLE - MILK MAID 400GM,5,115,575,VAT,14.5,83.38,575
10052,42401,Feb,Customer 1,10060,10740,MUSTARD SMALL 500GM,1,18,18,VAT,5.5,0.99,18
10052,42401,Feb,Customer 1,10060,10014,CRUSH - ORANGE 1LTR,2,176,352,VAT,5.5,19.36,352
10052,42401,Feb,Customer 1,10060,10016,OREGANO 500GM,1,201,201,VAT,5.5,11.06,201
10052,42401,Feb,Customer 1,10060,10017,OYSTER SAUCE 500GM,2,145,290,VAT,5.5,15.95,290
10052,42401,Feb,Customer 1,10060,10018,ROSEMARY 500GM,1,248,248,VAT,5.5,13.64,248
10052,42401,Feb,Customer 1,10060,11082,SALT - TATA 1KG,10,17,170,  ,0,0,170
10052,42401,Feb,Customer 1,10060,11008,WHITE TIL/SESAME SEEDS 1KG,2,126,252,VAT,14.5,36.54,252
10052,42401,Feb,Customer 1,10060,ITEM-STEAM_RICE_4_25KG,STEAM RICE QUALITY6 25KG,2,825,1650,  ,0,0,1650
10052,42401,Feb,Customer 1,10060,10860,SUGAR 50KG,1,1727,1727,  ,0,0,1727
10052,42401,Feb,Customer 1,10060,11195,SUNRICH 1LTR BOX,6,798,4788,VAT,5.5,263.34,4788
10052,42401,Feb,Customer 1,10060,11154,TAMARIND/ IMLI 500GM,1,26,26,VAT,5.5,1.43,26
